11:59:33 INFO  === wrds_lead_lag_scan.py: Tier 1 confirmed pairs, applying lead_lag_scan.py's methodology to WRDS-sourced data ===
11:59:33 INFO  Tier 1: 103 confirmed pairs to scan
11:59:33 INFO  ok    7267.T/GVKEY005691_01W: best_lag=0 corr*=1.000(n=929) corr0=1.000(n=929) lift=0.000
11:59:33 INFO  ok    8058.T/GVKEY100555_01W: best_lag=0 corr*=1.000(n=929) corr0=1.000(n=929) lift=0.000
11:59:33 INFO  ok    ADI/GOLF: best_lag=0 corr*=0.417(n=2305) corr0=0.417(n=2305) lift=0.000
11:59:33 INFO  ok    ADI/XLNX: best_lag=0 corr*=0.595(n=7981) corr0=0.595(n=7981) lift=0.000
11:59:33 INFO  ok    ADP/ICE: best_lag=0 corr*=0.447(n=5061) corr0=0.447(n=5061) lift=0.000
11:59:33 INFO  ok    ADSK/VEEV: best_lag=0 corr*=0.460(n=3070) corr0=0.460(n=3070) lift=0.000
11:59:34 INFO  ok    AEP/ATO: best_lag=0 corr*=0.414(n=10276) corr0=0.414(n=10276) lift=0.000
11:59:34 INFO  ok    AEP/IDA: best_lag=0 corr*=0.412(n=19301) corr0=0.412(n=19301) lift=0.000
11:59:34 INFO  ok    ALLY/EFC: best_lag=0 corr*=0.417(n=2949) corr0=0.417(n=2949) lift=0.000
11:59:34 INFO  ok    AMT/CCI: best_lag=0 corr*=0.549(n=6885) corr0=0.549(n=6885) lift=0.000
11:59:35 INFO  ok    AMZN/EBAY: best_lag=0 corr*=0.477(n=6859) corr0=0.477(n=6859) lift=0.000
11:59:35 INFO  ok    APA/QEP: best_lag=0 corr*=0.705(n=2695) corr0=0.705(n=2695) lift=0.000
11:59:35 INFO  ok    ARMK/SSB: best_lag=0 corr*=0.466(n=3030) corr0=0.466(n=3030) lift=0.000
11:59:35 INFO  ok    AVT/BDC: best_lag=0 corr*=0.468(n=8118) corr0=0.468(n=8118) lift=0.000
11:59:35 INFO  FLAG  AZA/GVKEY244567_01W: best_lag=-1 corr*=0.832(n=61) corr0=0.106(n=62) lift=0.726
11:59:36 INFO  ok    BC/HOT: best_lag=0 corr*=0.614(n=2633) corr0=0.614(n=2633) lift=0.000
11:59:36 INFO  ok    CBSH/LKFN: best_lag=0 corr*=0.517(n=7138) corr0=0.517(n=7138) lift=0.000
11:59:36 INFO  ok    CB/RJF: best_lag=0 corr*=0.435(n=8249) corr0=0.435(n=8249) lift=0.000
11:59:36 INFO  ok    CCS/NXPI: best_lag=0 corr*=0.454(n=2902) corr0=0.454(n=2902) lift=0.000
11:59:37 INFO  FLAG  CIV/GVKEY242318_01W: best_lag=-4 corr*=-0.323(n=95) corr0=0.190(n=98) lift=0.134
11:59:37 INFO  ok    CNO/WBS: best_lag=0 corr*=0.500(n=5611) corr0=0.500(n=5611) lift=0.000
11:59:37 INFO  ok    COF/EFC: best_lag=0 corr*=0.408(n=3830) corr0=0.408(n=3830) lift=0.000
11:59:37 INFO  ok    CTAS/ICE: best_lag=0 corr*=0.414(n=5061) corr0=0.414(n=5061) lift=0.000
11:59:37 INFO  ok    DFS/EFC: best_lag=0 corr*=0.405(n=3674) corr0=0.405(n=3674) lift=0.000
11:59:38 INFO  ok    DISCK/HOG: best_lag=0 corr*=0.402(n=3414) corr0=0.402(n=3414) lift=0.000
11:59:38 INFO  ok    EBAY/SPY: best_lag=0 corr*=0.468(n=6859) corr0=0.468(n=6859) lift=0.000
11:59:38 INFO  ok    EFC/EPRT: best_lag=0 corr*=0.544(n=1892) corr0=0.544(n=1892) lift=0.000
11:59:38 INFO  ok    EFC/FITB: best_lag=0 corr*=0.401(n=3830) corr0=0.401(n=3830) lift=0.000
11:59:38 INFO  ok    EFC/IWM: best_lag=0 corr*=0.423(n=3830) corr0=0.423(n=3830) lift=0.000
11:59:38 INFO  ok    EFC/OHI: best_lag=0 corr*=0.451(n=3830) corr0=0.451(n=3830) lift=0.000
11:59:39 INFO  ok    EFC/PFGC: best_lag=0 corr*=0.416(n=2577) corr0=0.416(n=2577) lift=0.000
11:59:39 INFO  ok    EFC/STWD: best_lag=0 corr*=0.608(n=3830) corr0=0.608(n=3830) lift=0.000
11:59:39 INFO  ok    EGP/FELE: best_lag=0 corr*=0.447(n=7184) corr0=0.447(n=7184) lift=0.000
11:59:39 INFO  ok    EGP/GGG: best_lag=0 corr*=0.451(n=7184) corr0=0.451(n=7184) lift=0.000
11:59:39 INFO  ok    EMR/RJF: best_lag=0 corr*=0.457(n=10266) corr0=0.457(n=10266) lift=0.000
11:59:40 INFO  ok    ETN/PAG: best_lag=0 corr*=0.405(n=7343) corr0=0.405(n=7343) lift=0.000
11:59:40 INFO  ok    ETN/PH: best_lag=0 corr*=0.462(n=15367) corr0=0.462(n=15367) lift=0.000
11:59:40 INFO  ok    EWJ/MET: best_lag=0 corr*=0.488(n=6473) corr0=0.488(n=6473) lift=0.000
11:59:40 INFO  ok    EWQ/MET: best_lag=0 corr*=0.587(n=6473) corr0=0.587(n=6473) lift=0.000
11:59:41 INFO  ok    FBP/PRI: best_lag=0 corr*=0.435(n=3962) corr0=0.435(n=3962) lift=0.000
11:59:41 INFO  ok    FX_AUDUSD/FX_USDAUD: best_lag=0 corr*=-1.000(n=13559) corr0=-1.000(n=13559) lift=0.000
11:59:41 INFO  ok    FX_GBPUSD/FX_USDGBP: best_lag=0 corr*=-1.000(n=13566) corr0=-1.000(n=13566) lift=0.000
11:59:41 INFO  ok    FX_NZDUSD/FX_USDNZD: best_lag=0 corr*=-1.000(n=13550) corr0=-1.000(n=13550) lift=0.000
11:59:41 INFO  ok    GOOGL/JPM: best_lag=0 corr*=0.411(n=5376) corr0=0.411(n=5376) lift=0.000
11:59:41 INFO  ok    GOOGL/QQQ: best_lag=0 corr*=0.708(n=5376) corr0=0.708(n=5376) lift=0.000
11:59:42 INFO  ok    GOOGL/SPY: best_lag=0 corr*=0.632(n=5376) corr0=0.632(n=5376) lift=0.000
11:59:42 INFO  ok    GPN/WABC: best_lag=0 corr*=0.409(n=6265) corr0=0.409(n=6265) lift=0.000
11:59:42 INFO  ok    GVKEY012673_01W/GVKEY225081_01W: best_lag=0 corr*=0.129(n=7095) corr0=0.129(n=7095) lift=0.000
11:59:42 INFO  ok    GVKEY015549_01W/GVKEY225081_01W: best_lag=0 corr*=0.973(n=7133) corr0=0.973(n=7133) lift=0.000
11:59:43 INFO  ok    GVKEY015575_01W/GVKEY225081_01W: best_lag=0 corr*=0.390(n=7127) corr0=0.390(n=7127) lift=0.000
11:59:43 INFO  ok    GVKEY015576_01W/GVKEY225081_01W: best_lag=0 corr*=0.413(n=7127) corr0=0.413(n=7127) lift=0.000
11:59:43 INFO  ok    GVKEY021408_03W/GVKEY225244_01W: best_lag=0 corr*=0.805(n=6066) corr0=0.805(n=6066) lift=0.000
11:59:43 INFO  ok    GVKEY065248_01W/GVKEY065248_06W: best_lag=0 corr*=0.994(n=4864) corr0=0.994(n=4864) lift=0.000
11:59:43 INFO  ok    GVKEY100145_01W/GVKEY102862_01W: best_lag=0 corr*=0.426(n=9800) corr0=0.426(n=9800) lift=0.000
11:59:44 INFO  ok    GVKEY100565_01W/GVKEY101750_01W: best_lag=0 corr*=0.478(n=10114) corr0=0.478(n=10114) lift=0.000
11:59:44 INFO  ok    GVKEY100583_01W/GVKEY100949_01W: best_lag=0 corr*=0.502(n=8817) corr0=0.502(n=8817) lift=0.000
